date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-10-02,-0.41521579301075273,0.4939,0.5733,7,2,6,23,124,1,5
2022-10-03,0.33525874822190616,0.5423,0.4404,11,1,3,7,44,1,5
2022-10-04,-0.1410421845574388,0.4588,0.4215,11,5,4,6,34,1,5
2022-10-05,0.3822487021013597,0.5267,0.4404,14,2,3,8,45,1,5
2022-10-06,0.4289337418300654,0.4588,0.296,13,2,5,16,72,2,5
2022-10-07,0.36339648711943795,0.6808,0.5574,12,2,5,6,61,1,5
2022-10-08,0.48686439665471914,0.5106,0.6808,8,2,27,36,153,6,5
2022-10-09,0.38705600558659226,0.4767,0.204,7,3,3,22,66,3,5
2022-10-10,0.14788015463917525,0.34,0.6249,9,2,3,9,49,1,5
2022-10-11,0.39173394495412844,0.5423,0.7178,14,2,3,9,46,2,5
2022-10-12,0.09287860788863109,0.4767,0.3182,16,3,12,23,90,2,5
2022-10-13,0.49755028571428567,0.4767,0.1531,18,4,8,18,84,2,5
2022-10-14,0.3056259052924791,0.4588,0.1027,9,5,3,4,24,1,5
2022-10-15,0.28232518142235125,0.5106,0.1027,8,3,10,18,99,1,5
2022-10-16,0.7366454155167126,0.296,0.4939,4,5,14,93,327,3,5
2022-10-17,0.055011910669975184,0.3182,0.1779,6,1,3,20,184,2,5
2022-10-18,0.12225080282594733,0.34,0.4939,16,8,5,11,58,1,5
2022-10-19,0.10113645406670564,0.5267,0.2263,15,5,4,9,72,1,5
2022-10-20,0.7169351557093425,0.5574,0.5267,15,4,8,10,77,2,5
2022-10-21,0.4361242165242165,0.6908,0.4215,20,2,7,8,54,1,5
2022-10-22,0.6002712962962963,0.6486,0.0,11,0,2,4,18,1,5
2022-10-23,0.20586853932584268,0.4588,0.4588,11,3,29,17,134,2,5
2022-10-24,0.33170222913426645,0.5267,0.5106,23,2,4,9,56,1,5
2022-10-25,0.24246631321370313,0.6344,0.5423,15,4,9,7,44,1,5
2022-10-26,0.567240937896071,0.4939,0.0,13,0,13,11,50,1,5
2022-10-27,0.37221359223300976,0.3182,0.296,43,10,4,4,30,1,5
2022-10-28,0.5292909946236559,0.4939,0.3182,38,9,9,12,90,2,5
2022-10-29,0.26586159346271715,0.5106,0.5574,13,4,9,11,49,1,5
2022-10-30,0.26466671641791045,0.7184,0.5267,13,5,5,10,67,2,5
2022-10-31,0.39263134328358207,0.5267,0.5994,21,4,4,5,38,1,5
2022-11-01,0.2535107609988109,0.4019,0.1779,14,4,9,30,161,2,5
2022-11-02,0.40102688775510204,0.5106,0.5994,11,3,8,24,123,2,5
2022-11-03,0.23723125778331258,0.6124,0.0772,16,5,7,11,65,2,5
2022-11-04,0.03868022864828512,0.4404,0.5106,11,2,6,24,100,2,5
2022-11-05,0.33988683105981105,0.5106,0.1779,13,5,8,23,87,3,5
2022-11-06,0.20489728915662647,0.3612,0.3612,8,3,6,8,61,1,5
2022-11-07,0.4353386970364928,0.5106,0.2732,18,6,12,17,152,2,5
2022-11-08,0.25485738396624474,0.296,0.4905,11,2,6,5,48,1,5
2022-11-09,0.5063009904492395,0.5994,0.7003,13,2,6,21,177,3,5
2022-11-10,0.4167924654268001,0.4019,0.7506,26,1,5,16,64,1,5
2022-11-11,0.20542752434648898,0.5719,0.296,13,4,16,18,98,4,5
2022-11-12,0.4757094771241829,0.4939,0.1779,8,4,8,13,372,1,5
2022-11-13,0.5884656441717792,0.802,0.1779,11,3,3,5,47,1,5
2022-11-14,0.36797287721441657,0.5574,0.3182,12,2,5,15,97,3,5
